trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
360,False,"{'a': 0.5, 'e': 0.8185386191223761}",20,0,-99.02240194843687,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.8175959533817381}",30,0,-110.40036469852237,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
362,False,"{'a': 0.5, 'e': 0.8166502893297604}",20,0,-89.1038336877877,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.8157016263584235}",20,0,-66.46584929863478,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.8147499639428503}",20,0,-115.40384751284321,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.8137953016418604}",25,0,-23.659436875184532,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.8128376390985229}",20,0,-71.10434334982317,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
367,False,"{'a': 0.5, 'e': 0.8118769760407066}",30,0,-74.80211278070836,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
368,False,"{'a': 0.5, 'e': 0.8109133122816281}",25,0,-227.33128607465457,"{0: 11, 1: 4, 2: 4, 3: 3, 4: 3}",0
369,False,"{'a': 0.5, 'e': 0.8099466477203978}",25,0,-135.35986141595302,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
370,False,"{'a': 0.5, 'e': 0.8089769823425634}",25,0,-48.418556405078576,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.808004316220651}",20,10,-10.079385801415292,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.8070286495147038}",25,0,-62.97088040759086,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.8060499824728179}",25,0,-119.1477797855267,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
374,False,"{'a': 0.5, 'e': 0.805068315431676}",20,9,-49.063583050843,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
375,False,"{'a': 0.5, 'e': 0.8040836488170776}",35,0,-180.45024774728023,"{0: 23, 1: 4, 2: 3, 3: 2, 4: 3}",0
376,False,"{'a': 0.5, 'e': 0.8030959831444672}",25,8,-59.605036631755866,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
377,False,"{'a': 0.5, 'e': 0.8021053190194587}",20,0,-41.444554185922065,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.801111657138358}",20,0,-61.48130817693105,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.800114998288681}",20,0,-77.29529256569964,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.7991153433496702}",20,0,-54.632542912145745,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.7981126932928061}",25,7,-131.74115058985214,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 2}",1
382,False,"{'a': 0.5, 'e': 0.7971070491823176}",20,0,-70.89791024206488,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
383,False,"{'a': 0.5, 'e': 0.7960984121756867}",30,7,-14.033952303723842,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.7950867835241515}",25,0,-18.276575138340124,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
385,False,"{'a': 0.5, 'e': 0.7940721645732046}",20,0,-24.284134593405703,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.7930545567630884}",20,0,-68.69898652456169,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
387,False,"{'a': 0.5, 'e': 0.7920339616292865}",20,2,-43.77235147684093,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
388,False,"{'a': 0.5, 'e': 0.791010380803011}",25,0,-231.35824785180358,"{0: 8, 1: 5, 2: 6, 3: 4, 4: 2}",0
389,False,"{'a': 0.5, 'e': 0.7899838160116865}",20,10,10.17789499481432,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.78895426907943}",20,0,-49.283875579784144,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
391,False,"{'a': 0.5, 'e': 0.7879217419275262}",35,0,-141.64163526185922,"{0: 24, 1: 1, 2: 7, 3: 1, 4: 2}",0
392,False,"{'a': 0.5, 'e': 0.7868862365748991}",25,0,-80.79847034419225,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
393,False,"{'a': 0.5, 'e': 0.7858477551385796}",25,0,-81.97251844276946,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
394,False,"{'a': 0.5, 'e': 0.7848062998341685}",20,0,-71.62691539618866,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
395,False,"{'a': 0.5, 'e': 0.7837618729762946}",25,0,-149.7312925053737,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
396,False,"{'a': 0.5, 'e': 0.7827144769790697}",30,0,-22.57380954378342,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
397,False,"{'a': 0.5, 'e': 0.7816641143565375}",25,0,-48.28658986449117,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
398,False,"{'a': 0.5, 'e': 0.7806107877231188}",20,9,-58.61497276226619,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
399,False,"{'a': 0.5, 'e': 0.7795544997940517}",20,0,-74.45608290250924,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
400,False,"{'a': 0.5, 'e': 0.7784952533858271}",20,7,4.2197061707181005,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.7774330514166193}",20,6,-7.948265220554649,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.776367896906711}",20,0,-82.21821910116063,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.7752997929789143}",25,0,-109.80455266064061,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
404,False,"{'a': 0.5, 'e': 0.7742287428589855}",20,0,-24.289686705231972,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.7731547498760356}",20,0,-22.741547301550902,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.7720778174629348}",25,0,-32.867465699459316,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
407,False,"{'a': 0.5, 'e': 0.7709979491567118}",35,0,-77.37563766325552,"{0: 21, 1: 8, 2: 5, 3: 1, 4: 0}",0
408,False,"{'a': 0.5, 'e': 0.7699151485989475}",25,0,-97.21541846211576,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
409,False,"{'a': 0.5, 'e': 0.7688294195361635}",20,0,-23.580470469568567,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
410,False,"{'a': 0.5, 'e': 0.7677407658202042}",20,0,-82.58589672734982,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
411,False,"{'a': 0.5, 'e': 0.7666491914086142}",25,0,-39.89087198521856,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
412,False,"{'a': 0.5, 'e': 0.7655547003650085}",25,0,-98.30129640432008,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
413,False,"{'a': 0.5, 'e': 0.7644572968594382}",25,0,-171.0843285946203,"{0: 11, 1: 5, 2: 6, 3: 1, 4: 2}",0
414,False,"{'a': 0.5, 'e': 0.7633569851687492}",25,0,-157.26363913838014,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
415,False,"{'a': 0.5, 'e': 0.762253769676935}",20,0,-59.63838289566938,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.7611476548754839}",20,0,-52.420260501138934,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.7600386453637187}",25,0,-99.11428142809783,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.7589267458491317}",20,0,-44.60827618809316,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
419,False,"{'a': 0.5, 'e': 0.7578119611477118}",30,0,-45.02176775283297,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
420,False,"{'a': 0.5, 'e': 0.7566942961842659}",30,16,-33.83810405135991,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.7555737559927336}",30,0,-132.505703009598,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
422,False,"{'a': 0.5, 'e': 0.7544503457164947}",25,0,-41.77119973535003,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
423,False,"{'a': 0.5, 'e': 0.7533240706086709}",25,0,-103.73751446849187,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
424,False,"{'a': 0.5, 'e': 0.7521949360324196}",20,0,-43.51145316304964,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
425,False,"{'a': 0.5, 'e': 0.7510629474612216}",20,0,-2.297161986722882,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
426,False,"{'a': 0.5, 'e': 0.7499281104791612}",20,0,-173.74969924803136,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
427,False,"{'a': 0.5, 'e': 0.7487904307811996}",25,0,-73.35461169338356,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
428,False,"{'a': 0.5, 'e': 0.7476499141734411}",20,0,-78.13301448789893,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
429,False,"{'a': 0.5, 'e': 0.7465065665733917}",30,0,-129.55387370182234,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
430,False,"{'a': 0.5, 'e': 0.7453603940102107}",20,0,-173.82654196512343,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
431,False,"{'a': 0.5, 'e': 0.7442114026249549}",25,3,-133.9329235620658,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 3}",1
432,False,"{'a': 0.5, 'e': 0.7430595986708152}",30,0,-146.38602668625254,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
433,False,"{'a': 0.5, 'e': 0.7419049885133453}",25,8,-48.01567977152917,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
434,False,"{'a': 0.5, 'e': 0.7407475786306835}",35,0,-189.4822204042646,"{0: 23, 1: 2, 2: 5, 3: 2, 4: 3}",0
435,False,"{'a': 0.5, 'e': 0.7395873756137662}",35,0,-139.0878768714513,"{0: 26, 1: 1, 2: 5, 3: 0, 4: 3}",0
436,False,"{'a': 0.5, 'e': 0.7384243861665336}",25,0,-131.31242817357113,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
437,False,"{'a': 0.5, 'e': 0.7372586171061281}",35,0,-88.74541441105828,"{0: 25, 1: 4, 2: 4, 3: 1, 4: 1}",0
438,False,"{'a': 0.5, 'e': 0.7360900753630836}",25,12,-1.2731688163586936,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.7349187679815083}",25,0,-66.97034409401952,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
440,False,"{'a': 0.5, 'e': 0.7337447021192581}",20,0,-153.957359650451,"{0: 12, 1: 0, 2: 3, 3: 3, 4: 2}",0
441,False,"{'a': 0.5, 'e': 0.7325678850481022}",25,7,-34.32730839938743,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.731388324153881}",25,0,-148.958470979827,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
443,False,"{'a': 0.5, 'e': 0.7302060269366547}",20,0,-71.28462366162988,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
444,False,"{'a': 0.5, 'e': 0.7290210010108445}",25,0,-59.246906401787335,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
445,False,"{'a': 0.5, 'e': 0.7278332541053646}",20,0,-93.72027642630337,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
446,False,"{'a': 0.5, 'e': 0.7266427940637458}",20,5,-60.06931954509123,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 1}",1
447,False,"{'a': 0.5, 'e': 0.7254496288442509}",25,3,-42.453546278122204,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.724253766519981}",20,0,-16.000504730637836,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
449,False,"{'a': 0.5, 'e': 0.723055215278973}",25,0,-91.88148687681587,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
450,False,"{'a': 0.5, 'e': 0.7218539834242887}",25,3,-62.40916965414414,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
451,False,"{'a': 0.5, 'e': 0.7206500793740949}",25,0,-89.53729307706766,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
452,False,"{'a': 0.5, 'e': 0.7194435116617338}",20,9,-18.32097394801995,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.718234288935786}",30,3,-102.17217040735241,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 2}",1
454,False,"{'a': 0.5, 'e': 0.7170224199601225}",20,8,-9.915418907557083,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.7158079136139492}",25,0,-137.30121640873733,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
456,False,"{'a': 0.5, 'e': 0.7145907788918413}",20,0,-121.4855571404738,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
457,False,"{'a': 0.5, 'e': 0.7133710249037684}",20,0,-68.76662345585169,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.7121486608751108}",30,11,-36.72530585168709,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
459,False,"{'a': 0.5, 'e': 0.7109236961466663}",30,16,-63.39963719918977,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
460,False,"{'a': 0.5, 'e': 0.7096961401746471}",25,2,-30.26101729297767,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.7084660025306678}",20,0,-99.08924868579987,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
462,False,"{'a': 0.5, 'e': 0.7072332929017234}",25,0,-28.297221065527836,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
463,False,"{'a': 0.5, 'e': 0.7059980210901579}",30,0,-74.11287815221453,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
464,False,"{'a': 0.5, 'e': 0.7047601970136231}",20,15,8.94542882448627,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.7035198307050284}",20,0,-85.5068780476478,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.7022769323124795}",25,13,-82.15206601590515,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 2}",1
467,False,"{'a': 0.5, 'e': 0.7010315120992082}",20,6,-68.26298767111544,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.6997835804434926}",20,0,-82.31098819545379,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
469,False,"{'a': 0.5, 'e': 0.6985331478385668}",20,0,-28.215454801221465,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
470,False,"{'a': 0.5, 'e': 0.6972802248925203}",25,12,0.006368888799831218,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.6960248223281885}",25,3,-47.96449985762158,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
472,False,"{'a': 0.5, 'e': 0.6947669509830325}",20,0,-65.08556701799108,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
473,False,"{'a': 0.5, 'e': 0.6935066218090087}",25,0,-62.579457170645334,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",1
474,False,"{'a': 0.5, 'e': 0.6922438458724284}",20,15,5.456078793205942,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.6909786343538075}",20,3,-88.71911808322035,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
476,False,"{'a': 0.5, 'e': 0.6897109985477057}",25,7,-74.40895178332607,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
477,False,"{'a': 0.5, 'e': 0.6884409498625556}",25,0,-55.143372687933116,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
478,False,"{'a': 0.5, 'e': 0.6871684998204811}",25,8,-25.11844824313795,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.6858936600571064}",20,0,-66.6399523669521,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.6846164423213535}",20,0,-50.56662200683613,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
481,False,"{'a': 0.5, 'e': 0.6833368584752305}",30,0,-82.83420026789858,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
482,False,"{'a': 0.5, 'e': 0.6820549204936084}",20,0,-133.1011868490356,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
483,False,"{'a': 0.5, 'e': 0.680770640463988}",20,6,1.136042339822588,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.6794840305862568}",20,5,20.9876249951603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.6781951031724343}",30,6,-18.297264023983256,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.6769038706464074}",25,0,-77.31597394989467,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",1
487,False,"{'a': 0.5, 'e': 0.6756103455436558}",25,1,-96.99658675246671,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 1}",1
488,False,"{'a': 0.5, 'e': 0.6743145405109656}",30,4,-27.146318409071796,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.6730164683061334}",20,0,-99.67816435922337,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
490,False,"{'a': 0.5, 'e': 0.671716141797659}",20,15,2.9132179120963864,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.6704135739644284}",25,0,-121.1182789244082,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
492,False,"{'a': 0.5, 'e': 0.669108777895385}",20,8,-56.788839407986465,"{0: 7, 1: 1, 2: 2, 3: 2, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.6678017667891913}",20,6,-21.025320141578902,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.6664925539538792}",35,0,-112.72290839119344,"{0: 27, 1: 1, 2: 4, 3: 1, 4: 2}",0
495,False,"{'a': 0.5, 'e': 0.6651811528064896}",20,0,-18.807557831803205,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.663867576872702}",30,0,-58.21137000404503,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
497,False,"{'a': 0.5, 'e': 0.6625518397864527}",30,0,-116.85049655558493,"{0: 20, 1: 3, 2: 3, 3: 3, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.6612339552895425}",25,0,-123.79557828010853,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.659913937231234}",20,0,-79.98976316901647,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
500,False,"{'a': 0.5, 'e': 0.658591799567838}",25,0,1.661586402614972,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
501,False,"{'a': 0.5, 'e': 0.6572675563622888}",25,0,-80.95747897045081,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
502,False,"{'a': 0.5, 'e': 0.6559412217837096}",20,0,-48.42962748100533,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
503,False,"{'a': 0.5, 'e': 0.6546128101069666}",30,0,-54.71465983155052,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
504,False,"{'a': 0.5, 'e': 0.6532823357122125}",25,0,-87.00183644268168,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
505,False,"{'a': 0.5, 'e': 0.6519498130844195}",20,6,-8.940764978572762,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.6506152568129014}",25,0,-30.095360519237605,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.6492786815908256}",25,0,-93.57293141760542,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
508,False,"{'a': 0.5, 'e': 0.6479401022147131}",30,8,-32.529868111764145,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.6465995335839296}",20,2,-64.84855957618929,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
510,False,"{'a': 0.5, 'e': 0.6452569907001647}",30,0,-69.7582075088695,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.6439124886669011}",25,0,-100.96161838286699,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
512,False,"{'a': 0.5, 'e': 0.6425660426888726}",25,0,-48.825960141543206,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
513,False,"{'a': 0.5, 'e': 0.6412176680715125}",20,0,-39.92223986507917,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
514,False,"{'a': 0.5, 'e': 0.6398673802203902}",25,0,-17.448909793548513,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.6385151946406388}",30,9,-62.65185571519159,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
516,False,"{'a': 0.5, 'e': 0.6371611269363704}",30,15,-3.1378416011804626,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.6358051928100826}",20,0,-14.67540759842593,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
518,False,"{'a': 0.5, 'e': 0.6344474080620536}",35,18,-41.746266353093574,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.6330877885897266}",30,0,-35.22339371618255,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",1
520,False,"{'a': 0.5, 'e': 0.6317263503870851}",20,6,-45.42979986834855,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
521,False,"{'a': 0.5, 'e': 0.6303631095440166}",25,0,-69.92037716480861,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
522,False,"{'a': 0.5, 'e': 0.6289980822456666}",20,0,-18.235038088351295,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
523,False,"{'a': 0.5, 'e': 0.6276312847717819}",20,7,-49.3453101080954,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
524,False,"{'a': 0.5, 'e': 0.6262627334960443}",30,0,-41.04681826644722,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
525,False,"{'a': 0.5, 'e': 0.6248924448853937}",20,0,-47.50704571626301,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
526,False,"{'a': 0.5, 'e': 0.623520435499341}",20,3,-15.687519482743406,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.6221467219892707}",30,0,-45.432550481915925,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.6207713210977343}",20,7,-152.54128591400976,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 3}",1
529,False,"{'a': 0.5, 'e': 0.6193942496577327}",20,2,-14.556329364652731,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.6180155245919894}",30,0,-96.47781643618308,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",1
531,False,"{'a': 0.5, 'e': 0.616635162912213}",25,0,-34.86377778473958,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.6152531817183508}",20,1,26.174521480423635,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.6138695981978317}",25,0,-40.829579601299386,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
534,False,"{'a': 0.5, 'e': 0.6124844296248004}",20,13,-19.049606876408056,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.6110976933593405}",20,9,-61.53117653586195,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 1}",1
536,False,"{'a': 0.5, 'e': 0.6097094068466893}",20,0,-71.85015387031966,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
537,False,"{'a': 0.5, 'e': 0.6083195876164426}",25,0,-95.09521541566647,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
538,False,"{'a': 0.5, 'e': 0.6069282532817495}",25,5,-24.825160783202655,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.6055354215384989}",25,0,-80.4283097706449,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
540,False,"{'a': 0.5, 'e': 0.6041411101644955}",30,8,-32.63557810376136,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.6027453370186269}",20,0,-64.78417234939289,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
542,False,"{'a': 0.5, 'e': 0.6013481200400222}",25,8,-0.6046170800104578,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.5999494772472005}",25,0,-59.78054218171026,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
