trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
176,False,"{'a': 0.5, 'e': 0.944651511869534}",30,14,-127.41901916270884,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 2}",1
177,False,"{'a': 0.5, 'e': 0.9441900867045733}",20,15,-5.082227537142477,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.9437266108702064}",25,0,-110.70419212641704,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.9432610773961781}",20,0,-76.53789833216699,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.9427934793098502}",30,0,-162.18225233159626,"{0: 18, 1: 0, 2: 10, 3: 0, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.9423238096364469}",25,0,-127.60210860780471,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.9418520613993034}",35,0,-160.42471913028442,"{0: 22, 1: 4, 2: 5, 3: 2, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.9413782276201175}",30,0,-233.37546234230922,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 5}",0
184,False,"{'a': 0.5, 'e': 0.9409023013192028}",20,0,-41.455094807679565,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.9404242755157457}",30,0,-202.86286187393372,"{0: 16, 1: 1, 2: 10, 3: 0, 4: 3}",0
186,False,"{'a': 0.5, 'e': 0.9399441432280635}",35,0,-166.521755679553,"{0: 20, 1: 7, 2: 5, 3: 1, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.9394618974738669}",20,0,-135.53202137351377,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9389775312705235}",30,0,-200.27988689352767,"{0: 15, 1: 2, 2: 9, 3: 2, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.9384910376353254}",20,0,-41.98753911170424,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9380024095857579}",30,0,-38.08613968938573,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.9375116401397725}",25,13,-67.22886500294476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
192,False,"{'a': 0.5, 'e': 0.9370187223160614}",30,6,-34.30202171692997,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.9365236491343353}",20,0,-92.311816543605,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.936026413615603}",20,0,-51.45300376033728,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.9355270087824554}",25,0,-78.02144682606962,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.9350254276593504}",35,0,-107.93987170034065,"{0: 21, 1: 7, 2: 6, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9345216632729014}",20,0,-106.96332053855309,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
198,False,"{'a': 0.5, 'e': 0.9340157086521687}",25,0,-122.62691015590286,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.9335075568289529}",25,0,-201.26027578355647,"{0: 11, 1: 3, 2: 6, 3: 3, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.932997200838092}",20,0,-67.50695935083498,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.9324846337177601}",30,0,-163.20459057008162,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.93196984850977}",20,0,-88.12097638095108,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.9314528382598778}",20,0,-64.95630104481181,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.9309335960180903}",20,0,-176.96365509614495,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
205,False,"{'a': 0.5, 'e': 0.9304121148389758}",30,0,-106.15216801908196,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.9298883877819766}",25,0,-214.67579383062707,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 4}",0
207,False,"{'a': 0.5, 'e': 0.9293624079117255}",25,0,-65.32837771367286,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.9288341682983643}",30,0,-54.4375355293568,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9283036620178651}",30,0,-133.3457473672317,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
210,False,"{'a': 0.5, 'e': 0.9277708821523546}",20,12,-21.83543694049573,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.9272358217904416}",25,14,-15.279297371713213,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.9266984740275463}",25,13,-69.59407085478193,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
213,False,"{'a': 0.5, 'e': 0.9261588319662335}",20,0,-48.6325498303805,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.9256168887165476}",25,0,-208.2311749928161,"{0: 11, 1: 2, 2: 7, 3: 3, 4: 2}",0
215,False,"{'a': 0.5, 'e': 0.9250726373963514}",20,0,-44.036958649200216,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.9245260711316668}",20,0,-152.09416967332783,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.9239771830570193}",20,0,-145.1959947589158,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.9234259663157841}",25,0,-41.19145536167079,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.9228724140605364}",25,0,-137.4347548136333,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
220,False,"{'a': 0.5, 'e': 0.9223165194534033}",25,0,-61.908879403534854,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.9217582756664195}",35,0,-127.02261553501671,"{0: 26, 1: 0, 2: 6, 3: 1, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.9211976758818851}",30,0,-242.68874549538572,"{0: 15, 1: 2, 2: 7, 3: 3, 4: 3}",0
223,False,"{'a': 0.5, 'e': 0.9206347132927266}",20,0,-83.2015092504865,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.9200693811028609}",20,0,-140.2204080648823,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
225,False,"{'a': 0.5, 'e': 0.9195016725275615}",30,10,-46.58335434632618,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.9189315807938286}",25,12,-11.342014226777092,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.9183590991407607}",25,0,-108.35597272381517,"{0: 14, 1: 3, 2: 5, 3: 3, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.91778422081993}",20,0,-84.90831790861877,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.9172069390957607}",20,0,-13.559737582642791,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.9166272472459089}",20,9,-16.707217797547674,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.9160451385616475}",25,0,-106.80324353874566,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.9154606063482514}",25,15,4.698685463600644,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.9148736439253877}",25,0,-105.02173531699366,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.9142842446275073}",25,0,-168.14681908239174,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 4}",0
235,False,"{'a': 0.5, 'e': 0.9136924018042403}",25,6,-58.44814697589199,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.9130981088207931}",20,0,-113.62480961029709,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
237,False,"{'a': 0.5, 'e': 0.9125013590583497}",25,0,-121.66038699598977,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.9119021459144746}",20,0,-64.84857206060812,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.9113004628035194}",30,0,-189.41868535268944,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
240,False,"{'a': 0.5, 'e': 0.9106963031570313}",25,0,-133.52948997707458,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.9100896604241656}",20,0,-11.481551987923842,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.9094805280720997}",20,0,-70.6500929252199,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.9088688995864507}",30,0,-136.37001240304025,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.9082547684716958}",25,14,-52.17416330708442,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.5, 'e': 0.9076381282515952}",25,0,-103.90724466406222,"{0: 16, 1: 1, 2: 4, 3: 4, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.9070189724696175}",20,0,-170.7700593768032,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
247,False,"{'a': 0.5, 'e': 0.9063972946893686}",25,0,-143.5699948297342,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
248,False,"{'a': 0.5, 'e': 0.9057730884950228}",20,0,-74.4515373536859,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.9051463474917567}",20,0,-199.75279866289327,"{0: 5, 1: 3, 2: 7, 3: 4, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.9045170653061863}",25,0,-122.19205970502315,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.9038852355868059}",20,0,-108.844294657099,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.9032508520044309}",20,0,-224.8892048889195,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 4}",0
253,False,"{'a': 0.5, 'e': 0.9026139082526424}",35,0,-149.1713639335742,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
254,False,"{'a': 0.5, 'e': 0.9019743980482348}",20,0,-93.59000763485767,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.901332315131666}",35,0,-116.72883774651558,"{0: 22, 1: 7, 2: 4, 3: 1, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.9006876532675108}",20,0,-73.38932455760673,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.9000404062449159}",25,0,-142.30512198984397,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.8993905678780588}",25,0,-85.12230779461726,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.8987381320066086}",35,0,-100.65115002245699,"{0: 24, 1: 2, 2: 7, 3: 2, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.8980830924961891}",25,0,-113.61954380126856,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.8974254432388458}",20,0,-61.103107810394846,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.8967651781535138}",20,0,-25.630258170197994,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.8961022911864897}",25,0,-222.37677055972483,"{0: 11, 1: 3, 2: 6, 3: 2, 4: 3}",0
264,False,"{'a': 0.5, 'e': 0.8954367763119055}",25,0,4.303362818766399,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.8947686275322053}",25,0,-76.22981796114351,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.8940978388786236}",35,0,-217.8526810594552,"{0: 22, 1: 1, 2: 6, 3: 3, 4: 3}",0
267,False,"{'a': 0.5, 'e': 0.8934244044116676}",35,0,-176.90125208641777,"{0: 22, 1: 1, 2: 8, 3: 2, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.892748318221601}",20,0,-98.77408280027741,"{0: 12, 1: 4, 2: 1, 3: 2, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.8920695744289304}",20,0,-73.00337712313659,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.8913881671848949}",30,0,-83.22198854054142,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.8907040906719567}",20,0,-86.27060392364612,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.8900173391042957}",20,0,-10.74969866654073,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.8893279067283056}",20,0,-122.22641540262644,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.8886357878230928}",35,0,-157.80448292881886,"{0: 24, 1: 2, 2: 6, 3: 0, 4: 3}",0
275,False,"{'a': 0.5, 'e': 0.8879409767009772}",35,0,-136.27861322009431,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 2}",0
276,False,"{'a': 0.5, 'e': 0.8872434677079957}",20,0,-74.06193200117558,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.8865432552244082}",35,0,-204.68182565890007,"{0: 24, 1: 1, 2: 5, 3: 1, 4: 4}",0
278,False,"{'a': 0.5, 'e': 0.8858403336652056}",20,0,-78.63746692506425,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
279,False,"{'a': 0.5, 'e': 0.88513469748062}",25,0,-119.28128313407056,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
280,False,"{'a': 0.5, 'e': 0.8844263411566374}",20,0,-40.112918770217114,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.8837152592155129}",30,0,-190.39915701746085,"{0: 14, 1: 5, 2: 8, 3: 1, 4: 2}",0
282,False,"{'a': 0.5, 'e': 0.883001446216287}",20,0,-55.922514235262284,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.8822848967553057}",35,0,-257.9514907687984,"{0: 18, 1: 3, 2: 7, 3: 4, 4: 3}",0
284,False,"{'a': 0.5, 'e': 0.8815656054667418}",20,0,-207.65924812348118,"{0: 8, 1: 1, 2: 7, 3: 1, 4: 3}",0
285,False,"{'a': 0.5, 'e': 0.8808435670231178}",20,0,4.703005379049932,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.5, 'e': 0.8801187761358323}",20,0,-160.72265423163395,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
287,False,"{'a': 0.5, 'e': 0.8793912275556873}",20,5,-103.7016843469077,"{0: 8, 1: 1, 2: 3, 3: 2, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.8786609160734183}",30,0,-97.46849414421006,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.8779278365202261}",20,12,-60.23150465247102,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
290,False,"{'a': 0.5, 'e': 0.8771919837683104}",20,7,-26.892458240184457,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.8764533527314058}",25,0,-23.26880482736071,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.8757119383653194}",20,0,-79.54544714892327,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.8749677356684705}",25,13,-34.56664136424461,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.8742207396824322}",30,0,-130.50811766670708,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.8734709454924745}",30,0,-70.27361049782918,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.8727183482281097}",30,4,-79.66280041207793,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.8719629430636391}",25,5,-23.658130645296616,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.871204725218702}",35,0,-178.4408097574402,"{0: 19, 1: 2, 2: 11, 3: 2, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.8704436899588254}",20,12,-21.553834521431924,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.8696798325959769}",25,0,-37.99272646821684,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.8689131484891178}",20,0,-141.32861339665297,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
302,False,"{'a': 0.5, 'e': 0.8681436330447586}",20,0,-56.961824514131116,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.8673712817175155}",20,0,-34.46875143709757,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.8665960900106694}",20,0,-98.67509093740321,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
305,False,"{'a': 0.5, 'e': 0.8658180534767249}",25,0,-38.91865363512934,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.8650371677179725}",20,3,-106.92174742711941,"{0: 10, 1: 0, 2: 4, 3: 2, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.8642534283870502}",25,0,-40.35074650415115,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.8634668311875088}",25,0,-124.93188691782285,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.8626773718743762}",25,0,-92.99222691209847,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.8618850462547247}",20,0,-110.62866790243956,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
311,False,"{'a': 0.5, 'e': 0.8610898501882387}",30,0,-233.38908353333298,"{0: 16, 1: 2, 2: 8, 3: 0, 4: 4}",0
312,False,"{'a': 0.5, 'e': 0.8602917795877835}",30,0,-113.52536689944414,"{0: 22, 1: 0, 2: 4, 3: 3, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.8594908304199761}",25,0,-31.77812374471867,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.8586869987057563}",20,0,-117.69638424935444,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.857880280520959}",20,0,-9.325157203975468,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.8570706719968878}",20,0,-115.2085363784505,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
317,False,"{'a': 0.5, 'e': 0.8562581693208894}",30,0,-217.22725955992803,"{0: 15, 1: 4, 2: 7, 3: 1, 4: 3}",0
318,False,"{'a': 0.5, 'e': 0.8554427687369287}",25,0,-53.44514788247006,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.8546244665461655}",25,0,-86.88034842625805,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.8538032591075313}",25,0,-5.2506548301744616,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.8529791428383069}",20,4,-5.803567015219146,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.8521521142147013}",25,0,-49.27438006875638,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.8513221697724307}",25,0,-116.62107411646645,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.8504893061072988}",25,0,-168.62773407484087,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
325,False,"{'a': 0.5, 'e': 0.8496535198757766}",25,0,-76.60997450719826,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.8488148077955843}",20,6,-108.39751196299513,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
327,False,"{'a': 0.5, 'e': 0.8479731666462716}",25,0,-129.95596885283254,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.8471285932698008}",25,0,-168.1006825489979,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
329,False,"{'a': 0.5, 'e': 0.8462810845711282}",20,0,-84.14239087643634,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.845430637518787}",20,0,-113.56404255594569,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.8445772491454702}",35,0,-171.34095666139666,"{0: 28, 1: 0, 2: 2, 3: 1, 4: 4}",0
332,False,"{'a': 0.5, 'e': 0.8437209165486135}",20,0,-55.94352094417834,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.8428616368909786}",25,0,-144.55412816727997,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.8419994074012364}",30,12,-175.17136013684194,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 3}",1
335,False,"{'a': 0.5, 'e': 0.8411342253745503}",20,10,-36.056104105819834,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.8402660881731597}",30,10,-104.68855327044197,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",1
337,False,"{'a': 0.5, 'e': 0.8393949932269631}",20,0,-12.072623841509895,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.8385209380341008}",25,0,-132.34861884171394,"{0: 12, 1: 5, 2: 4, 3: 4, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.8376439201615382}",30,0,-108.75658966057527,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.8367639372456485}",25,0,-38.9399435746128,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.8358809869927945}",25,0,-84.39323530560446,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.8349950671799107}",30,0,-160.15214288207233,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
343,False,"{'a': 0.5, 'e': 0.834106175655085}",30,0,-151.94935080540702,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",1
344,False,"{'a': 0.5, 'e': 0.8332143103381394}",20,0,-63.2408051702377,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.83231946922121}",25,0,-99.83499991904678,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.8314216503693274}",25,0,-154.1764859553904,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
347,False,"{'a': 0.5, 'e': 0.830520851920995}",25,0,-81.66155115312965,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.8296170720887679}",20,8,-67.51403896807322,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
349,False,"{'a': 0.5, 'e': 0.8287103091598298}",30,8,-74.99923483665091,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.8278005614965696}",25,0,-118.7800563945117,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.8268878275371568}",20,6,-0.47824839915747397,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.8259721057961167}",20,0,-66.61069859059992,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
353,False,"{'a': 0.5, 'e': 0.8250533948649025}",25,0,-99.76144592689292,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
354,False,"{'a': 0.5, 'e': 0.8241316934124685}",25,0,-21.165246163186485,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.8232070001858407}",20,0,-55.724119498772744,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.8222793140106863}",30,0,-151.4591074350348,"{0: 16, 1: 7, 2: 2, 3: 4, 4: 1}",0
357,False,"{'a': 0.5, 'e': 0.8213486337918823}",30,0,-158.0143528334719,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
358,False,"{'a': 0.5, 'e': 0.8204149585140819}",20,0,-170.00410355706055,"{0: 7, 1: 8, 2: 0, 3: 3, 4: 2}",0
359,False,"{'a': 0.5, 'e': 0.8194782872422798}",25,15,-66.75044998343536,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
